address,body,date_sent,is_spent
025964,"Dear Customer, Ambe Bajaj Bumper 2017 Navratri Offers: Rs. 8000/- Cash Back Savings on every bike, Rs. 7000/- Down Payment Fin Scheme; 0%, 4.99% Schemes, Best Exchange Value, Free Gifts & much more. Best Offers in Delhi Market.Book at Rs. 1/- only or Buy today. Call: 9958998282,41909090. Download AMBE BAJAJ Mobile APP http://bit.ly/2vJbtb2 & win Dominar 400. t&c apply.",1505216151000,0
040722,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto50days on retail txn.Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767 for a call back or click sbicard.com/b/8cHFsX1q0mI. T&C apply,1508215713000,0
040728,Bajaj Finserv Flash Sale:Every hour 1 customer gets chance to win Rs10000 Cashback on purchase through BajajFinance.Valid from 11am-10pm on 16&17 Oct'17 T&C,1508227356000,0
040801,Bajaj Finserv:Get to Win Cars/Bikes! Also get Flat 10% OFF with 470 litre above Refrigerator at Reliance Digital. Buy with pre-approved loan of 35000. TC,1507460688000,0
040801,"Get 5%Cashback at Reliance Digital with SBI Card. Min. trxn: Rs.10,000; Max Cashback: Rs.3000 per card account. Also valid on EMI trxns. Valid till 22Oct'17.T&C",1507549942000,0
040801,Bajaj Finserv:Get Flat 15% OFF + Reconnect Air Fryer with 470 litre above select Refrigerator at Reliance Digital. Buy with pre-approved loan of 35000.T&C,1508315680000,0
040801,Bajaj Finserv: Post Diwali offer! Get ASSURED GIFT  with LED @ RANJEET ELECTRONICS. Buy with your pre-approved loan of 35000. 9810513891 T&C,1509534718000,0
040801,"Get extra 10% Instant Discount on Intl Flight & Hotel bookings at goibibo with SBI Card. Validity: 02-04 Nov'17. For details, visit http://bit.ly/2z9lDaJ .T&C",1509772709000,0
040801,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto50days on retail txn.Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767 for a call back or click sbicard.com/b/8cHFsX1q0mI. T&C apply,1509939530000,0
040801,"Avail Personal Accident Insurance with premium as low as Rs. 4.99/ day for Rs. 20 Lakhs cover. To get a call back, SMS RSGEN to 5676791. T&C - SBI Card",1510035478000,0
040801,Bajaj Finserv: You can now shop on No cost EMIs across 30000+ stores & from a wide range of Electronics of all Brands. Buy with your pre-approved loan of 35000,1510147739000,0
040801,Bajaj Finserv: You can now shop on No cost EMIs across 30000+ stores & from a wide range of Electronics of all Brands. Buy with your pre-approved loan of 35000,1510300143000,0
040801,Bajaj Finserv: You can now shop on No cost EMIs across 30000+ stores & from a wide range of Electronics of all Brands. Buy with your pre-approved loan of 35000,1510457944000,0
040836,Get all new Vivo V7 Plus on 0 Downpayment with your Bajaj Finserv pre-approved loan of 35000. EMI starting 2749. Pre-book now bit.ly/vivoV7pluslaunch T&C,1505312208000,0
043000,"Invest Rs.2,000/- monthly and get upto Rs.5,00,000 at maturity + Save Tax. To know more, Sms Ri to 53030. T&C Apply",1503472884000,0
043000,"HUGE DISCNT! Full Body Check at Rs.999 only. Thyroid,Diabetes,CBC,Kidney,Liver,Cholstrl+Free Dr.Consult+Home Pickup. Give miss call to Lybrate at 07208053718",1503635969000,0
043000,"Invest Rs.2,000/- monthly and get upto Rs.5,00,000 at maturity + Save Tax. To know more, Sms Ri to 53030. T&C Apply",1503992492000,0
043000,"Get upto 13 Laks at maturity by investing Rs. 91/- per day* + Save Tax. To know more, SMS Ri to 53030.T&C apply",1504590693000,0
043000,"Invest Rs.2,000/- monthly and get upto Rs.5,00,000 at maturity + Save Tax. To know more, Sms Ri to 53030. T&C Apply",1504676841000,0
043000,"Invest Rs.2,269/- monthly and get PENSION of Rs. 25k + 4.3 lacs at maturity with HDFC Life. To know more, Sms SP to 53030. T&C Apply.",1505115914000,0
043000,"Invest Rs.2,000/- monthly and get upto Rs.5,00,000 at maturity + Save Tax. To know more, Sms Ri to 53030. T&C Apply",1506146284000,0
043000,New Term Plan that gives you life cover of 50Lakhs @ Rs. 15/ay & cover for 34 major illnesses like cancer & heart ailments. To know more SMS EP to 53030. T&CA.,1506484971000,0
043000,"Invest Rs.2,000/- monthly and get upto Rs.5,00,000 at maturity + Save Tax. To know more, Sms Ri to 53030. T&C Apply",1506495942000,0
043000,"Worried about retirement? HDFC Life will help you. Just Invest Rs.68 per day & get pension of Rs.81,978 p.a. To talk to our expert, Sms SP to 53030. T&C apply*",1507189312000,0
043000,"Worried about retirement? HDFC Life will help you. Just Invest Rs.68 per day & get pension of Rs.81,978 p.a. To talk to our expert, Sms SP to 53030. T&C apply*",1507617846000,0
043000,"Worried about retirement? HDFC Life will help you. Just Invest Rs.68 per day & get pension of Rs.81,978 p.a. To talk to our expert, Sms SP to 53030. T&C apply*",1508222240000,0
043000,"HUGE DISCNT! Full Body Check at Rs.999 only. Thyroid,Diabetes,CBC,Kidney,Liver,Cholstrl+Free Dr.Consult+Home Pickup. Give miss call to Lybrate at 7208053717",1509252996000,0
066001,"Painting Your Home? Get Professional Colour Advice, Latest Trends & Painting Services from DULUX. For call back from expert, sms DULUX to 56161",1506915536000,0
066116,Explore the season's hottest colours with Vincent Chase Eyeglasses. Get Buy 1 Get 1 Free on w.lenskart.com/s/ANTEO8/fWkk3s,1503478208000,0
066191,Dr Aquaguard's Biotron Technology declusters water molecules & unlocks essential minerals in your drinking water. For free demo give a missed call 7439142610,1510291916000,0
066303,MakeMyTrip:Upto Rs.60000 Off* on Top Holiday Destinations! Also 15% upto Rs.10000 Cashback on ICICI Bank Credit Cards. Click bit.ly/2ydHONn or Call 18001025500,1509597614000,0
066305,"Painting Your Home? Get Professional Colour Advice, Latest Trends & Painting Services from DULUX. For call back from expert, sms DULUX to 56161",1507619104000,0
066318,"Thomas Cook Forex : Buy/ Sell USD, GBP, EURO, SGD and many more currencies online at best rates. Just pay 4% to block rates. Call us: 18002099100 T&C apply",1510811584000,0
066379,"This Festive Season, get 5% Cashback on Oppo Mobiles, Reliance Digital & Samsung Electronics with your SBI Card. To know more, visit: bit.ly/sbicardfestive. T&C",1506603549000,0
066422,Get extra 5% Cashback at Reliance Fresh with SBI Credit Card. Min. trxn: Rs. 2500; Max. Cashback: Rs. 500 per card account. Validity: 29 Sep- 01 Oct '17. T&C,1506664306000,0
066457,Do you wear Bifocal Lenses? Best time to avail Buy 1 Get 1* on all progressive glasses at lenskart.com ! Download App or visit nearby store. Ph: 1800-111-111,1503133973000,0
066492,"Play Online Poker Free!
Rs.100 deposited for you.
Click Here: http://vls.bz/Dcq0Qdu3C3W
Safe & Secure!",1505628113000,0
066492,"Thomas Cook Forex : Buy/ Sell USD, GBP, EURO, SGD and many more currencies online at best rates. Just pay 4% to block rates. Call us: 18002099100 T&C apply",1510979723000,0
070707,Introducing Ambe Bajaj Bonus Card. Register with Rs. 800/- and get for next 10 years every time Rs. 1000/- cash discount on purchase of any Bajaj Bike + Rs. 150/- discount on every Service/repair + 5% Discount on service Spares. Limited Period Offer till 15th Nov. t&c apply. Call:41909090,1510393641000,0
070707,Introducing Ambe Bajaj Bonus Card. Register with Rs. 800/- and get for next 10 years every time Rs. 1000/- cash discount on purchase of any Bajaj Bike + Rs. 150/- discount on every Service/repair + 5% Discount on service Spares. Limited Period Offer till 15th Nov. t&c apply. Call: 9958998282,1510404650000,0
088689,Bajaj Finserv:Get Flat 15% OFF + Reconnect Air Fryer with 470 litre above select Refrigerator at Reliance Digital. Buy with pre-approved loan of 35000.T&C,1507959392000,0
098067,Generic SMSHurry! Last 2 days to book Flexipay EMIs @ low interest rate of 7.5% pa. Offer valid till 23Aug'17. Click sbicard.com/b/9sHHk52d0sF or Call 18601801290 / 02239020202 or SMS FP to 56767 for a call back. T&C Apply - SBI Card,1503461004000,0
098067,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto50days on retail txn.Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767 for a call back or click sbicard.com/b/8cHFsX1q0mI. T&C apply,1503547637000,0
098067,Get ready to shop with SBI Credit Card at India's Biggest Sale! FLIPKART Big Billion Days starts from Midnight today. Shop now: http://bit.ly/2dTStA3 .T&C,1505814554000,0
098067,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto 50 days on retail txn. Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767. T&C apply.,1505904857000,0
098067,Get 10% Off at Flipkart during Big Billion Days with SBI Credit Card. Min. trxn:Rs.4999; Max. Discount:Rs.1500. Also valid on EMI trxn. Valid on 21 Sep'17. T&C,1505969781000,0
098067,Get 10% Off at Flipkart during Big Billion Days with SBI Credit Card. Min. trxn:Rs.4999; Max. Discount:Rs.1500. Also valid on EMI trxn.Validity:22-24 Sep'17.T&C,1506142382000,0
098067,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto 50 days on retail txn. Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767. T&C apply.,1507203559000,0
098067,"This Festive Season, get 5% Cashback on Oppo Mobiles, Reliance Digital & Samsung Electronics with your SBI Card. To know more, visit: bit.ly/sbicardfestive. T&C",1507274526000,0
098067,"Enjoy 5% Cashback with your SBI Card on grocery purchases at Bigbasket.com, More Supermarkets & Megastore and SPAR Hypermarkets. For details, visit sbicard.com",1507437969000,0
098067,"This Festive Season, WIN EVERY HOUR! Be a Top spender & win amazing rewards with SBI Card. Validity: 27 Sep - 26 Oct'17. Visit: bit.ly/sbicardfestive. T&C",1507455482000,0
098067,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto50days on retail txn.Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767 for a call back or click sbicard.com/b/8cHFsX1q0mI. T&C apply,1507521781000,0
098067,"This Festive Season, Top 2 spenders (per day) on SBI Card will win Urban Ladder GV worth Rs.9999. Validity: 27 Sep - 26 Oct'17.Visit: bit.ly/sbicardfestive. T&C",1507626440000,0
098067,"This Diwali, shop with SBI Credit Card & avail easy EMIs. Also get Manufacturer Cashback on brands like Bose, Canon, HP, LG, Samsung, Sony, Whirlpool & more.T&C",1507637447000,0
098067,Bajaj Finserv:Get Cashback upto 1000/- & Win Bike with LED TV purchased @RAHUL DIGITAL WORLD. Buy with pre-approved loan of 35000.Call 9711978855 T&C,1507648123000,0
098067,"This Festive Season, Top 20 spenders on SBI Card will win 2N/3D Singapore Holiday package. Program period: 27Sep - 26Oct'17. T&C. Visit: bit.ly/sbicardfestive",1507801113000,0
098067,"Avail Personal Accident Insurance with premium as low as Rs. 4.99/ day for Rs. 20 Lakhs cover. To get a call back, SMS RSGEN to 5676791. T&C - SBI Card",1507865689000,0
098067,"Get 5% Cashback on jewellery purchases at Reliance Jewels, Malabar Gold, GRT Jewels & Joyalukkas with SBI Card. For details, click bit.ly/sbicardfestive. T&C.",1507882364000,0
098067,"This Festive Season, Top Spenders (hour) on SBI Card will win Yatra Domestic Hotel GV worth Rs.1000. Validity: 27Sep-26Oct'17. T&C. Visit: bit.ly/sbicardfestive",1507894896000,0
098067,10% Cashback at Amazon.in with SBI Card. Min. trxn: Rs.5000; Max Cashback: Rs.1750 per card a/c. Validity: 14 Oct -17 Oct'17.Also valid on EMI trxn. T&C,1507956735000,0
098067,10% Cashback at Amazon.in with SBI Card. Min. trxn: Rs.5000; Max Cashback: Rs.1750 per card a/c. Validity: 14 Oct -17 Oct'17.Also valid on EMI trxn. T&C,1508128740000,0
098067,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto 50 days on retail txn. Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767. T&C apply.,1508227438000,0
098067,Dhanteras greetings from Bajaj Allianz. Gift your family an easier living with our range of Insurance Solutions Check your inbox or give us a missed call at - 8080945040,1508297468000,0
098067,Bajaj Finserv:This Diwali get HAIER 32'' HD LED TV@ Rs15499 & 42'' FHD LED TV @ Rs27999 at SPENCERS Zero Margin Sale! Buy with your pre-approved loan of 35000 TC,1508403945000,0
098067,Bajaj Finserv:Get Flat 15% OFF with 470 litre above Refrigerator at Reliance Digital. Buy with your pre-approved loan of 35000 Click goo.gl/S1dVUY T&C,1508492371000,0
098067,"Avail Personal Accident Insurance with premium as low as Rs. 4.99/ day for Rs. 20 Lakhs cover. To get a call back, SMS RSGEN to 5676791. T&C - SBI Card",1508569229000,0
098067,"Dear Cardholder, worried about Diwali shopping bills? Now, transfer balance from any other credit card to your SBI Card & clear your dues. Repay in EMIs. To book now, Call 18601801290 or SMS BTEMI to 56767. T&C apply.",1508847187000,0
098067,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto50days on retail txn.Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767 for a call back or click sbicard.com/b/8cHFsX1q0mI. T&C apply,1509080909000,0
098067,"Big festive spends made smaller with Flexipay EMIs @low interest rate of 7.5% pa.100% Processing Fee waiver for bookings>25k till 31 Oct'17.To book, click sbicard.com/b/8SHBpJ3f1Me or call 18601801290.T&C-SBI Card",1509352735000,0
098067,Thank you for choosing Bajaj Allianz General Insurance. To reveal more Insurance Deals give us a missed call at - 8080945040,1509458674000,0
098067,Transfer balance from other credit cards to SBI Card & continue enjoying interest free period upto50days on retail txn.Repay in EMIs. Call 18601801290 or SMS BTEMI to 56767 for a call back or click sbicard.com/b/8cHFsX1q0mI. T&C apply,1510804923000,0
098067,"Convert your trxn of Rs 3400 done on 19-NOV at GHOSH CYCLE COMPANY, to easy monthly installment with Flexipay EMIs. To book, call 18601801290/39020202 or click sbicard.com/b/4LHFZT1qz6M. T&C Apply-SBI CARD",1511408751000,0
098765,"Ambe Bajaj Offers closing on 26th. Cash Discount upto Rs. 2500/-, Finance Cash Back upto Rs. 4100/- model wise. Hurry!!! Limited Stock, Book Today. Call: 41909090, 9871396733",1511519031000,0
121,"Bill dated 21-Aug-17 for your Airtel Mobile has been sent on nilabja.ray.12@gmail.com from ebill@airtel.com. Due amount: Rs928.41, due date: 08-Sep-17.",1503756399000,0
121,"Your ebill password(lower case) is mzcy. For security reasons we advise you not to disclose your password. Add ebill@airtel.com to your email contacts to avoid mail going to spam. For easy understanding of bill, click www.airtel.in/billdemo",1503756400000,0
121,"Details of bill dated 21-AUG-2017 for Airtel no. 9958700502: Total Due: Rs 928.41, Due Date: 08-SEP-2017, Bill Delivery Date: 29-Aug-2017. 15% service tax has been replaced by 18% GST. To view bill/pay online, click http://www.airtel.in/ccm",1503823077000,0
121,Bill payment of Rs 929.0 has been initiated towards your airtel mobile 9958700502. Txn ID: 17090876905. Please keep this Txn ID for future reference.,1504874805000,0
121,Ebill password (all lower case) for your Airtel Mobile is mzcy . Please use this password for opening your ebill. For security reasons we advise you not to disclose your password.,1505988766000,0
121,"Your ebill password(lower case) is mzcy. For security reasons we advise you not to disclose your password. Add ebill@airtel.com to your email contacts to avoid mail going to spam. For easy understanding of bill, click www.airtel.in/billdemo",1506235981000,0
121,"Bill dated 21-Sep-17 for your Airtel Mobile has been sent on nilabja.ray.12@gmail.com from ebill@airtel.com. Due amount: Rs588.23, due date: 09-Oct-17.",1506235983000,0
121,"Details of bill dated 21-SEP-2017 for Airtel no. 9958700502: Total Due: Rs 588.23, Due Date: 09-OCT-2017, Bill Delivery Date: 27-Sep-2017. 15% service tax has been replaced by 18% GST. To view bill/pay online, click http://www.airtel.in/ccm",1506435256000,0
121,Ebill password (all lower case) for your Airtel Mobile is mzcy . Please use this password for opening your ebill. For security reasons we advise you not to disclose your password.,1506529868000,0
121,Ebill password (all lower case) for your Airtel Mobile is mzcy . Please use this password for opening your ebill. For security reasons we advise you not to disclose your password.,1506532660000,0
121,"Your ebill password(lower case) is mzcy. For security reasons we advise you not to disclose your password. Add ebill@airtel.com to your email contacts to avoid mail going to spam. For easy understanding of bill, click www.airtel.in/billdemo",1508749392000,0
121,"Bill dated 21-Oct-17 for your Airtel Mobile has been sent on nilabja.ray.12@gmail.com from ebill@airtel.com. Due amount: Rs758.31, due date: 08-Nov-17.",1508749394000,0
121,"Details of bill dated 21-OCT-2017 for Airtel no. 9958700502: Total Due: Rs 758.31, Due Date: 08-NOV-2017, Bill Delivery Date: 26-Oct-2017. 15% service tax has been replaced by 18% GST. To view bill/pay online, click http://www.airtel.in/ccm",1508988571000,0
121,"Bill dated 21-Nov-17 for your Airtel Mobile has been sent on nilabja.ray.12@gmail.com from ebill@airtel.com. Due amount: Rs631.88, due date: 09-Dec-17.",1511435455000,0
121,Your ebill password(lower case) is mzcy. For security reasons we advise you not to disclose your password. Now online payment has been made easy with My Airtel App. Click http://www.airtel.in/5/Outstanding and try now.,1511435455000,0
121,"Details of bill dated 21-NOV-2017 for Airtel no. 9958700502: Total Due: Rs 631.88, Due Date: 09-DEC-2017, Bill Delivery Date: 26-Nov-2017. Service Tax has been replaced by 18% GST. To view bill/pay online, click http://www.airtel.in/5/gen.",1511591762000,0
299880,"Edwise-World Education Fair 24th Sept-The Park.80+ Unis from UK,USA,CAN,AUS,NZ,SNG.Appln Fee Waiver upto Rs.35,000 + Spot Offers.FREE ENTRY Call 18002003678",1506066065000,0
321898,Bring home Dr.Aquaguard Water Purifier with RO+UV+MineralGuard. Purifies water & retains essential natural minerals. For free demo give a missed call 7439142610,1505969487000,0
400842,"Convert your trxn of Rs 7712 done on 25-AUG at INDIGO, to easy monthly installment with Flexipay EMIs. To book, call 18601801290/39020202 or click sbicard.com/b/4LHFZT1qz6M. T&C Apply-SBI CARD",1503979351000,0
51026,Thank you for your recent call to Airtel Customer care. We would like to hear about your experience & have 3 quick questions. All these messages are free.,1508733311000,0
51026,"Q1/3: Based on your recent call, how likely are you to recommend Airtel to family & friends, from 10 (extremely likely) to 0 (not at all likely)?",1508733312000,0
51451,Use 247108 as your login code for Tinder. (Account Kit by Facebook),1511408493000,0
51462,"WhatsApp code 929-988.

You can also tap on this link to verify your phone: v.whatsapp.com/929988",1504184099000,0
51462,Save more this November with 50% off (up to Rs 50) on your next 10 non uberPOOL rides in Mumbai. Use code RIDENOV. Valid until Nov 12. Ride now! #ApniHiGaadi,1509945869000,0
51470,Use 1753839 as the verification code for Oracle Data Visualization Cloud Service trial.,1510205189000,0
51471,454832 is your Facebook confirmation code,1504814631000,0
51501,515304 is your Google verification code.,1504351054000,0
51501,Your Google verification code is 974823,1504809275000,0
51501,Your Google verification code is 932182,1506448467000,0
566670,"As per RBI norms, pls update your KYC info in Airtel Money Wallet. To authorize Airtel to share full KYC details with Airtel Payments Bank, reply with Y.",1511526479000,0
566670,"As per RBI norms, pls update your KYC info in Airtel Money Wallet. To authorize Airtel to share full KYC details with Airtel Payments Bank, reply with Y.",1511588769000,0
